name	glass-size (oz)	category		measurement-1	Units	ingredient-1	measurement-2	units	ingredient-2	measurement-3	units	ingredient-3	measurement-4	units	ingredient-4	Measurement-5	Units	ingredient-5	measurement-6	units	ingredient-6	special ingredients	instructions	glass	glass-size (oz)
Cafe De Paris Cocktail	6	Cocktail Classics		1	oz	 Egg White	1	oz	 Anis	1	oz	 Light cream	1.5	oz	 Gin								Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Aztec's Mark	6	Whiskies		1.5	oz	 Bourbon whiskey	0.5	oz	 White creme de cacao	0.25	oz	 Benedictine	2	oz	 Hot red pepper sauce							Orange Twist	Stir with ice and strain into chilled cocktail glass. Garnish with an orange twist.	Cocktail Glass	6
Fontainebleau Special	6	Brandy		1	oz	 Brandy	1	oz	 Anisette	0.5	oz	 Dry Vermouth											Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Suntan	7	Cocktail Classics		2	oz	 Hot Shot Tropical Fruit Liqueur	2	oz	 Orange Juice														Pour over ice in a highball glass. Fill with club soda.	Highball Glass	7
Sunburn	7	Cocktail Classics		2	oz	 Hot Shot Tropical Fruit Liqueur	2	oz	 Grapefruit Juice														Pour over ice in a highball glass. Fill with club soda. Add a dash of grenadine for color.	Highball Glass	7
Suissesse Cocktail	6	Cocktail Classics		2	oz	 Anisette	1	oz	 Egg White														Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Strawberry Sunries	7	Cocktail Classics		2	oz	 Strawberry schnapps	0.5	oz	 Grenadine													Strawberry	Pour over ice in a highball glass. Fill with orange juice. Garnish with a strawberry	Highball Glass	7
Autumn Leaves	6	Whiskies		0.75	oz	 Straight rye whiskey	0.75	oz	 Apple Brandy	0.75	oz	 Sweet Vermouth	0.25	oz	 Strega	1.00	oz	 Angostura Bitters				Orange Twist	Stir with ice and strain into ice-filled old-fashioned glass. Garnish with an orange twist.	Old-Fashioned Glass	6
Pickled Pink	6	Vodka		2	oz	 Vodka	1	oz	 Aquavit	0.5	oz	 Dill pickle brine	2	oz	 Angostura Bitters							Dill	Shake with ice and strain into cocktail glass. Garnish with dill.	Cocktail Glass	6
Aquarius	6	Whiskies		1.5	oz	 Blended Scotch Whiskey	0.5	oz	 cherry-flavored brandy	1	oz	 Cranberry Juice											Shake with ice and strain into old-fashioned glass over ice.	Old-Fashioned Glass	6
Soul Kiss Cocktail	6	Cocktail Classics		1.5	oz	 Orange Juice	1.5	oz	 Dubonnet	0.75	oz	 Dry Vermouth	0.75	oz	 Bourbon								Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Pickled Martini	6	Vodka		2	oz	 Vodka	0.25	oz	 Dry Vermouth	0.75	oz	 Sweet pickle brine										Pickle	Stir with ice and strain into chilled cocktail glass. Garnish with a pickle.	Cocktail Glass	6
Sloe Gin Flip	5	Cocktail Classics		1	oz	 Whole Egg	1	oz	 Powdered Sugar	1	oz	 Sloe gin	2	oz	 Light Cream (if desired)							Nutmeg	Shake with ice and strain into sour glass. Top with nutmeg.	Sour Glass	5
Angel's Share	6	Whiskies		1.5	oz	 Bourbon whiskey	0.5	oz	 Amaro	0.25	oz	 Creme de Cassis	1	oz	 Orange Bitters							Lemon Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Silver Stallion Fizz	7	Cocktail Classics		1	oz	 Vanilla Ice Cream	2	oz	 Gin	1	oz	 Carbonated Water											Shake gin and ice cream with ice and strain into highball glass. Fill with carbonated water and stir.	Highball Glass	7
Silver King Cocktail	6	Cocktail Classics		1	oz	 Egg White	0.25	oz	 Juice of a Lemon	1.5	oz	 Gin	0.5	oz	 Powdered Sugar	1.00	oz	 Orange Bitters					Shake with ice and strain into cocktail glass.	Cocktail Glass	6
American Trilogy	6	Whiskies		1	oz	" Brown sugar cube, such as Demerara"	1	oz	 Straight rye whiskey	1	oz	 Applejack										Orange Twist	"Muddle sugar cube in mixer glass. Add whiskey, applejack, and ice. Stir and strain into chilled old-fashioned glass. Garnish with an orange twist."	Old-Fashioned Glass	6
Silver Fizz	7	Cocktail Classics		0.5	oz	 Juice of a Lemon	1	oz	 Powdered Sugar	2	oz	 Gin	1	oz	 Egg White			 Carbonated Water					Shake with ice and strain into highball glass over two ice cubes.	Highball Glass	7
Sherry Twist Cocktail	6	Cocktail Classics		1	oz	 Cream sherry	0.5	oz	 Brandy	0.5	oz	 Dry Vermouth	0.5	oz	 Triple Sec	1.00	oz	 Lemon Juice				"Orange Twist, Cinnamon"	Shake with ice and strain into cocktail glass. Top with cinnamon and garnish with an orange twist.	Cocktail Glass	6
Sherry Sangaree	6	Cocktail Classics		0.5	oz	 Powdered Sugar	1	oz	 Water	2	oz	 Cream sherry	1	oz	 Carbonated Water	1.50	oz	 Port					"In an old-fashioned glass, dissolve powdered sugar in water, add sherry, and stir. Add ice cubes and a splash of carbonated water, leaving enough room on which to float port. Add port. Sprinkle lightly with nutmeg."	Old-Fashioned Glass	6
Sherry Milk Punch	14	Cocktail Classics		1	oz	 Powdered Sugar	2	oz	 Cream sherry	16	oz											Nutmeg	"Shake with ice, strain into collins glass, and top with nutmeg."	Collins Glass	14
Petit Zinc	6	Vodka		1	oz	 Vodka	0.5	oz	 Triple Sec	0.5	oz	 Sweet Vermouth	0.5	oz	 Orange juice			 Orange wedge				Orange Slice	Shake with ice and strain into chilled cocktail glass. Garnish with an orange slice.	Cocktail Glass	6
Sherry Flip	5	Cocktail Classics		1	oz	 Whole Egg	1	oz	 Powdered Sugar	1.5	oz	 Cream sherry	2	oz	 Light Cream (if desired)							Nutmeg	Shake with ice and strain into sour glass. Top with nutmeg.	Sour Glass	5
Sherry-and-Egg Cocktail	6	Cocktail Classics					2	oz	 cream sherry													Egg Yolk	"Place an egg in a cocktail glass, being careful not to break the yolk. Add 2 oz. cream sherry."	Cocktail Glass	6
Americana	14	Whiskies		1	oz	 Tennessee whiskey	0.5	oz	 Simple Syrup	2	oz	 Angostura Bitters	4	oz	 Chilled American sparkling wine							Peach Slice	Stir first three ingredients in ice-filled Collins glass. Fill with sparkling wine. Garnish with a peach slice.	Collins Glass	14
Allegheny	6	Whiskies		1	oz	 Bourbon whiskey	1	oz	 Dry Vermouth	0.5	oz	 Blackberry-flavored brandy	0.5	oz	 Fresh lemon juice							Lemon Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Sevilla Cocktail	5	Cocktail Classics		0.5	oz	 Powdered Sugar	1	oz	 Whole Egg	1	oz	 Port	1	oz	 Light Rum								Shake with ice and strain into sour glass.	Sour Glass	5
September Morn Cocktail	6	Cocktail Classics		1	oz	 Egg White	1	oz	 Light Rum	0.5	oz	 Juice of a Lime	1	oz	 Grenadine								Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Peach Iced Tea	14	Vodka		1.5	oz	 Peach-flavored vodka	0.5	oz	 Orange curacao	0.75	oz	 Fresh lemon juice	0.5	oz	 Honey Syrup	2.00	oz	 Iced tea				"Peach Slice, Lemon Slice"	Shake with ice and strain into ice-filled Collins glass. Garnish with a peach slice and a lemon slice.	Collins Glass	14
Fantasio Cocktail	6	Brandy		1	oz	 Brandy	0.75	oz	 Dry Vermouth	1	oz	 White creme de menthe	1	oz	 Maraschino liqueur								Stir with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Scotch Bird Flyer	6	Cocktail Classics		1.5	oz	 Scotch	1	oz	 Egg Yolk	0.5	oz	 Triple Sec	0.5	oz	 Powdered Sugar	1.00	oz	 Light cream					Shake with ice and strain into champagne flute.	Champagne Flute	6
Algonquin	6	Whiskies		1.5	oz	 Straight rye whiskey	1	oz	 Dry Vermouth	1	oz	 Pineapple Juice											Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Savannah	6	Cocktail Classics		0.5	oz	 Juice of Orange	1	oz	 Gin	1	oz	 White creme de cacao	1	oz	 Egg White								Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Pink Rose Fizz	7	Cocktail Classics		0.5	oz	 Juice of a Lemon	1	oz	 Powdered Sugar	1	oz	 Egg White	2	oz	 Light cream	2.00	oz	 Gin					Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.	Highball Glass	7
Ninotchka Cocktail	6	Vodka		1.5	oz	 Vodka	0.5	oz	 White creme de cacao	0.25	oz	 Fresh lemon juice											Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Prairie Oyster	6	Cocktail Classics		1	oz	 Brandy	1	oz	 Worcestershire Sauce	1	oz	 Catsup	1	oz	 Vinegar	1.00	oz	 Pepper				"Egg Yolk, Cayenne Pepper"	Shake with ice and strain into old-fashioned glass over two ice cubes.  Top with unbroken egg yolk. Add a dash of cayenne pepper.	Old-Fashioned Glass	6
Prairie Chicken	12	Cocktail Classics		1	oz	 Gin																"Egg Yolk, Pepper, Salt"	Open egg without breaking the yolk and put in wine glass. Top with gin. Add pepper and salt.	Red-Wine Glass	12
Pousse L'Amour	4	Cocktail Classics		1	oz	 Maraschino	1	oz	 Egg Yolk	0.5	oz	 Benedictine	0.5	oz	 Brandy								"Pour carefully, in order given, into 2-oz. sherry glass, so that each ingredient floats on preceding one"	Sherry Glass	4
Puerto Apple	6	Cocktail Classics		1.5	oz	 Applejack	0.75	oz	 Light Rum	1	oz	 Lime Juice	1	oz	 Orgeat Syrup							Lime Slice	Shake with ice and strain into old-fashioned glass over ice cubes. Garnish with a lime slice.	Old-Fashioned Glass	6
Akogare	6	Whiskies		1.5	oz	 Straight rye whiskey	0.75	oz	 Ginger syrup	0.75	oz	" Cold brewed black tea, preferably Japanese"	0.75	oz	 Fresh lemon juice							Orange Twist	Shake with ice and strain into chilled cocktail glass. Garnish with an orange twist.	Cocktail Glass	6
Prado	5	Cocktail Classics		1.5	oz	 Tequila	0.75	oz	 Lemon Juice	1	oz	 Maraschino	0.5	oz	 Egg White	1.00	oz	 Grenadine				"Lime Slice, Cherry"	Shake with ice and strain into sour glass. Garnish with a lime slice and a cherry.	Sour Glass	5
Port Wine Flip	5	Cocktail Classics		1	oz	 Whole Egg	1	oz	 Powdered Sugar	1.5	oz	 Port	2	oz	 Light Cream (if desired)							Nutmeg	Shake with ice and strain into sour glass. Top with nutmeg.	Sour Glass	5
Port Wine Cobbler	12	Cocktail Classics		1	tsp	 powdered sugar	2	oz	 carbonated water	1	oz	shaved ice	3	oz	 port							Seasonal Fruit	Dissolve 1 teaspoon powdered sugar in 2 oz. carbonated water; then fill goblet with shaved ice and add 3 oz. port. Stir and garnish with seasonal fruit. Serve with straws.	Red-Wine Glass	12
Nijinksy Blini	6	Vodka		1	oz	 Vodka	1	oz	 Peach schnapps	1	oz	 Peach puree	0.25	oz	 Fresh lemon juice	3.00	oz	 Chilled Champagne					Shake first four ingredients with ice. Strain into chilled champagne flute and top with Champagne.	Champagne Flute	6
Affinity Cocktail (whisky)	6	Whiskies		1	oz	 Blended Scotch Whiskey	1	oz	 Dry Vermouth	1	oz	 Sweet Vermouth	3	oz	 Orange Bitters								Stir with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Plain Vermouth Cocktail	6	Cocktail Classics		1	oz	 Dry Vermouth	1	oz	 Sweet Vermouth	1	oz	 Orange Bitters											Stir with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Ping-Pong Cocktail	6	Cocktail Classics		0.25	oz	 Juice of a Lemon	1	oz	 Egg White	2	oz	 Sloe gin											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Moscow Mule	10	Vodka		1.5	oz	 Vodka	0.5	oz	 Fresh Lime Juice	1	oz	 Ginger beer										Lime Slice	Pour vodka and lime juice into copper Moscow Mule mug or standard beer mug. Add ice cubes and fill with ginger beer. Squeeze lime slice and add to glass.	Beer Mug	10
Phoebe Snow	6	Cocktail Classics		1.5	oz	 Dubonnet	1.5	oz	 Brandy	0.5	oz	 Anis											Stir with ice and strain into cocktail glass.	Cocktail Glass	6
Affinity Cocktail	6	Whiskies		2	oz	 Straight rye whiskey	0.75	oz	 Maraschino liqueur	0.75	oz	 Fresh lemon juice	2	oz	 Orange Bitters								Stir with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Peggy Cocktail	6	Cocktail Classics		0.75	oz	 Dry Vermouth	1.5	oz	 Gin	0.25	oz	 Anis	0.25	oz	 Dubonnet								Stir with ice and strain into cocktail glass.	Cocktail Glass	6
Peach Blow Fizz	7	Cocktail Classics		0.5	oz	 Juice of a Lemon	1	oz	 Powdered Sugar	1	oz	 Light cream	2	oz	 Gin	0.25	oz	 Peach					Shake with ice and strain into highball glass over ice cubes. Fill with carbonated water and stir.	Highball Glass	7
Peach Blossom	7	Cocktail Classics		1	oz	 Lemon Juice	0.5	oz	 Powdered Sugar	2	oz	 Gin	0.5	oz	 Peach								Shake with ice and strain into highball glass over ice cubes. Fill with carbonated water and stir.	Highball Glass	7
Passion Mimosa	6	Cocktail Classics		2	oz	 Chilled Passion Fruit Juice	25	oz	 Chilled Champagne													Strawberry	"Pour chilled juice into champagne flute, fill with chilled champagne. Garnish with a strawberry."	Champagne Flute	6
Mocha Express	6	Vodka		1.5	oz	 Vodka	0.75	oz	 Irish cream liqueur	0.75	oz	 Coffee liqueur	0.75	oz	 Cold brewed espresso coffee								Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Palmer Cocktail	6	Cocktail Classics		2	oz	 Blended whiskey	1	oz	 Bitters	0.5	oz	 Lemon Juice											Stir with ice and strain in cocktail glass.	Cocktail Glass	6
Mr. 404	6	Vodka		1.5	oz	 Vodka	0.75	oz	 Elderflower liqueur	0.75	oz	 Fresh lemon juice	0.5	oz	 Simple Syrup	0.50	oz	 Aperol				Orange Twist	Shake with ice and strain into chilled cocktail glass. Garnish with an orange twist.	Cocktail Glass	6
Mountain Cocktail	6	Cocktail Classics		1	oz	 Egg White	0.25	oz	 Lemon Juice	0.25	oz	 Dry Vermouth	0.25	oz	 Sweet Vermouth	1.50	oz	 Blended whiskey					Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Morning Glory Fizz	7	Cocktail Classics		0.5	oz	 Juice of a Lemon	1	oz	 Powdered Sugar	1	oz	 Egg White	0.5	oz	 Anis	2.00	oz	 Scotch					Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.	Highball Glass	7
Adderly Cocktail	6	Whiskies		2	oz	 Straight rye whiskey	0.75	oz	 Maraschino liqueur	2	oz	 Orange Bitters	0.75	oz	 Fresh lemon juice							Flamed Orange Twist	Shake with ice and strain into cocktail glass. Garnish with a flamed orange twist.	Cocktail Glass	6
Fancy Brandy	6	Brandy		2	oz	 Brandy	0.25	oz	 Triple Sec	0.25	oz	 Simple Syrup	1	oz	 Angostura Bitters							Lemon Twist	Shake with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
Montreal Gin Sour	5	Cocktail Classics		1	oz	 Gin	1	oz	 Lemon Juice	0.5	oz	 Egg White	1	oz	 Powdered Sugar							Lemon Slice	Shake with ice and strain into sour glass. Garnish with a lemon slice.	Sour Glass	5
Montezuma	6	Cocktail Classics		1.5	oz	 Tequila	1	oz	 Madeira	1	oz	 Egg Yolk	0.5	oz	 Crushed ice								Mix in blender at low speed and serve in champagne flute.	Champagne Flute	6
Miss Jones	6	Vodka		1.5	oz	 Vanilla-flavored vodka	1	oz	 Fresh lemon juice	0.5	oz	 Butterscotch schnapps	0.5	oz	 Limoncello							Star Anise	Shake with ice and strain into chilled cocktail glass. Garnish with star anise.	Cocktail Glass	6
Mint Gin Cocktail	6	Cocktail Classics		1	oz	 Mint-Flavored Gin	1	oz	 White Port Wine	1.5	oz	 Dry Vermouth											Stir with ice and strain into cocktail glass.	Cocktail Glass	6
Mint Collins	14	Cocktail Classics		0.5	oz	 Juice of a Lemon	2	oz	 Mint-Flavored Gin													"Lemon Slice, Orange Slice, Cherry"	"Shake with ice and strain into collins glass. Add several ice cubes, fill with carbonated water, and stir. Garnish with a lemon slice, an orange slice, and a cherry. Serve with straws."	Collins Glass	14
Million-Dollar Cocktail	6	Cocktail Classics		2	oz	 Pineapple Juice	1	oz	 Grenadine	1	oz	 Egg White	0.75	oz	 Sweet Vermouth	2.00	oz	 Gin					Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Millionaire Cocktail	6	Cocktail Classics		1	oz	 Egg White	0.25	oz	 Grenadine	0.5	oz	 Triple Sec	1.5	oz	 Blended whiskey								Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Academic Review	6	Whiskies		1.5	oz	 Irish Whiskey	0.5	oz	 Applejack	0.5	oz	 Amaro Nonino	0.5	oz	 Rye Whiskey	0.25	oz	 Demerara Syrup	2	oz	 Mole bitters 1 oz	Orange Twist	Stir with ice and strain into ice-filled old-fashioned glass. Garnish with an orange twist.	Old-Fashioned Glass	6
Milk Punch	14	Cocktail Classics		1	oz	 Powdered Sugar	2	oz	 Blended whiskey	1	oz	 Milk										Nutmeg	Shake with ice and strain into collins glass. Top with nutmeg.	Collins Glass	14
Merry Widow Fizz	7	Cocktail Classics		0.5	oz	 Juice of Orange	0.5	oz	 Juice of a Lemon	1	oz	 Egg White	1	oz	 Powdered Sugar	1.50	oz	 Sloe gin					Shake with ice and strain into highball glass with two ice cubes. Fill with carbonated water and stir.	Highball Glass	7
May Blossom Fizz	7	Cocktail Classics		1	oz	 Grenadine	0.5	oz	 Juice of a Lemon	2	oz	 Swedish Punch											Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.	Highball Glass	7
Mary Garden Cocktail	6	Cocktail Classics		1.5	oz	 Dubonnet	0.75	oz	 Dry Vermouth														Stir with ice and strain into cocktail glass.	Cocktail Glass	6
19th Century	6	Whiskies		1.5	oz	 Bourbon whiskey	0.75	oz	 Fresh lemon juice	0.75	oz	 White creme de cacao	0.75	oz	 Lillet Rouge								Shake with ice and strain into chilled cocktail glass.	Cocktail Glass	6
Manila Fizz	7	Cocktail Classics		2	oz	 Gin	1	oz	 Whole Egg	1	oz	 Powdered Sugar	2	oz	 Root Beer	0.50	oz	 Juice of a Lime					Lemon Shake with ice and strain into highball glass over two ice cubes.	Highball Glass	7
1626	6	Whiskies		2.25	oz	 Bourbon whiskey	0.75	oz	 Gingerbread liqueur	0.5	oz	 cherry-flavored brandy	2	oz	 Angostura Bitters							Cherry	Shake well with ice and strain into chilled cocktail glass. Garnish with a cherry.	Cocktail Glass	6
Maracuya Mosquito	14	Vodka		1	oz	 Fresh basil leaves	1.5	oz	 Vodka	0.5	oz	 Green Chartreuse	0.5	oz	 Fresh Lime Juice	0.50	oz	 Simple Syrup	1	oz	 Passion Fruit Juice	Basil	Muddle 4 basil leaves in mixing glass. Add remaining ingredients. Shake with ice. Double-strain through wire sieve into crushed ice-filled Collins glass. Garnish with a basil leaf.	Collins Glass	14
Madras	7	Vodka		1.5	oz	 Vodka	4	oz	 Cranberry Juice	1	oz	 Orange juice	1	count	 Lime wedge							Lime Slice	Build in order given into ice-filled highball glass. Squeeze lime and add.	Highball Glass	7
Absinthe Cocktail	6	Cocktail Classics		1.5	oz	 Absinthe Substitute	2	oz	 Water	1.5	oz	 Old Mr. Boston Anisette 	1	oz	 Orange Bitters								Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Lychee Lucy	6	Vodka		1.5	oz	 Vodka	0.5	oz	 Lychee liqueur	0.5	oz	 Fresh orange juice	0.5	oz	 Pineapple Juice	1.00	oz	 Angostura Bitters				Lychee	Shake with ice and strain into chilled cocktail glass. Garnish with lychee.	Cocktail Glass	6
Vodka Martini	6	Cocktail Classics		1.5	oz	 Mr. Boston Vodka	0.75	oz	 Dry Vermouth													Olive	Stir or shake with ice and strain into cocktail glass. Garnish with an olive. 	Cocktail Glass	6
The Loop	6	Vodka		2	oz	 Black cherry-flavored vodka	0.5	oz	 White creme de cacao	0.5	oz	 Chile Syrup										Chocolate Shavings	Shake ingredients with ice. Pour into chilled old-fashioned glass. Top with chocolate shavings.	Old-Fashioned Glass	6
Long Island Iced Tea	7	Vodka		0.75	oz	 Vodka	0.75	oz	 Blanco tequila	0.75	oz	 Gin	0.75	oz	 Light Rum	0.75	oz	 Triple Sec	0.5	oz	" Simple Syrup, 1/2 oz"	Lemon Slice	"Shake ingredients, except cola, with ice and pour with ice into highball glass. Add cola for color. Garnish with a lemon slice."	Highball Glass	7
Fallen Leaves	6	Brandy		0.75	oz	 Calvados	0.75	oz	 Sweet Vermouth	0.25	oz	 Dry Vermouth	1	oz	 Brandy							Lemon Twist	Stir with ice and strain into chilled cocktail glass. Garnish with a lemon twist.	Cocktail Glass	6
L'italienne	6	Vodka		2	oz	 Vodka	0.25	oz	 Lillet Blanc	0.25	oz	 Ramazzotti Amaro	1	oz	 Orange Bitters								Stir and strain into chilled cocktail glass.	Cocktail Glass	6
Rum Dubonnet	6	Cocktail Classics		1.5	oz	 Light Rum	1.5	oz	 Dubonnet	1	oz	 Lemon Juice											Shake with ice and strain into cocktail glass.	Cocktail Glass	6
Ruby Fizz	7	Cocktail Classics		0.5	oz	 Juice of a Lemon	1	oz	 Powdered Sugar	1	oz	 Egg White	1	oz	 Grenadine	1.50	oz	 Sloe gin					Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.	Highball Glass	7
Limoncello Manzanilla Marmalade Sour	6	Vodka		1.5	oz	 Citrus-flavored vodka	0.75	oz	 Limoncello	0.75	oz	 Manzanilla sherry	0.75	oz	 Fresh lemon juice	1.00	oz	 Grapefruit marmalade				Orange Twist	Shake with ice and double-strain into chilled cocktail glass. Garnish with an orange twist.	Cocktail Glass	6
